orgUnit,nomSite,categorieEquipement,equipement,disponible,enService,enPanne,obsolete,nonService,enReparation
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,1,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Fauteuil roulants,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Escabeau,4,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Lampe d’examen,4,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Boîte à instruments,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Lits d’hospitalisation avec table de chevet,6,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Pèse bébé + toise,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Laboratoire et chaîne de froid,Porte vaccin,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Table d’examination médicale,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Lampe torche,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Paravent mobile,3,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Autres,Bock à lavement,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Autres,Boîte de pansement,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Autres,Kit implant,2,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Mobilier médical,Chariot brancard,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
GYq76MzVnnc,USP Foukote-Vossa,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
GqSScyD7bVP,CHU Campus,Monitoring et Exploration fonctionnelle,Colonne d’endoscopie digestive,1,0,0,0,0,0
GqSScyD7bVP,CHU Campus,Monitoring et Exploration fonctionnelle,Système CPAP pour bébé nouveau-né YSAV200D (baby CPAP),1,0,0,0,0,0
GqSScyD7bVP,CHU Campus,Imagerie médicale,Echographe doppler sur chariot (Multifonctions) cardiaque + 04 sondes + 01 imprimante,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Chariot brancard,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Escabeau,4,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Paravent mobile,3,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Chariot de soins,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Pèse bébé + toise,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Lits d’hospitalisation avec table de chevet,6,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Autres,Bock à lavement,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Lampe d’examen,4,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Autres,Boîte de pansement,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Boîte à instruments,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Laboratoire et chaîne de froid,Glucomètre,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Table d’examination médicale,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Autres,Kit implant,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Lampe torche,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Laboratoire et chaîne de froid,Porte vaccin,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Fauteuil roulants,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Boîte de petite chirurgie,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’accouchement basique,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
HiD6SYpdOX51,USP Oke-Ekpa,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Paravent mobile,3,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Laboratoire et chaîne de froid,Glucomètre,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’accouchement basique,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Lits d’hospitalisation avec table de chevet,6,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Chariot brancard,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Lampe d’examen,4,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Chariot de soins,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Autres,Boîte de pansement,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Escabeau,4,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Fauteuil roulants,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Table d’examination médicale,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Autres,Bock à lavement,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Laboratoire et chaîne de froid,Porte vaccin,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Lampe torche,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Boîte à instruments,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Mobilier médical,Pèse bébé + toise,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Autres,Kit implant,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,"Bloc opératoire, d’anesthésie et réanimation",Boîte de petite chirurgie,2,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,0,0
HiD6SYpdOX52,USP Sada,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Imagerie médicale,Echographe doppler sur chariot (Multifonctions) cardiaque + 04 sondes + 01 imprimante,1,1,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,"Bloc opératoire, d’anesthésie et réanimation",Table d’accouchement,2,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Mobilier médical,Fauteuil de prélèvement,4,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Mobilier médical,Chariot de soins,4,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Laboratoire et chaîne de froid,Microscope optique binoculaire,2,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Fluides médicaux,Poste d’oxygénothérapie mobile,4,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Mobilier médical,Chariot brancard,2,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Mobilier médical,Table d’examen,2,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Mobilier médical,Potence + panier,10,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,5,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Mobilier médical,Lit d’hospitalisation avec matelas et table de chevet,20,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Laboratoire et chaîne de froid,Réfrigérateur de laboratoire,1,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,4,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Hygiène et stérilisation,Autoclave de paillasse,3,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Monitoring et Exploration fonctionnelle,Visionneuse de veines,4,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Laboratoire et chaîne de froid,Centrifugeuse de paillasse,2,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Laboratoire et chaîne de froid,Glucomètre + bandelettes,10,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Monitoring et Exploration fonctionnelle,Moniteur de surveillances multiparamétriques à 05 paramètres + accesoires standards,4,1,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Laboratoire et chaîne de froid,Automate d’hématologie,2,0,0,0,0,0
Io9Is32bmcc,Centre Hospitalier Prefectoral Aneho,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,2,0,0,0,0,0
Jyt0p2lCNDK,CHP Mandouri,Laboratoire et chaîne de froid,Automate d’hématologie,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Mobilier médical,Table d’examen,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,2,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Laboratoire et chaîne de froid,Glucomètre + bandelettes,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Mobilier médical,Potence + panier,10,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Mobilier médical,Chariot brancard,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Laboratoire et chaîne de froid,Glacière isotherme,2,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Mobilier médical,Chariot de soins,2,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,Mobilier médical,Lit d’hospitalisation avec matelas et table de chevet,10,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
KbLCethhuPJ,USP Gbalave,"Bloc opératoire, d’anesthésie et réanimation",Table d’accouchement,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Chariot de soins,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Autres,Boîte de pansement,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
